0,210806004906547031745000609608001070300200065000760390801005900560400803030018026,213896754986547231745123689698351472374289165152764398821635947569472813437918526,ca6d9278-6dd5-0f5a-9273-a1c0a64bbb98
0,406800095070930400052407180215300007000154320380792516720000009840673200563000000,436821795178935462952467183215386947697154328384792516721548639849673251563219874,b253a9e5-a90e-47c1-e8a0-ff80379770fd
0,070809100089100650216570400800091360045237018930600040700300000063958000100040000,574869123389124657216573489827491365645237918931685742752316894463958271198742536,c7476b35-51ab-3517-3b4c-64bbd0829ab3
0,918730600436150008250004130020400000000010482503026000170500094380940260604078010,918732645436159728257684139821497356769315482543826971172563894385941267694278513,9ac7e490-8f2e-34d9-f599-5c3f46452521
0,040086090170090460980014000600009080001078006008063540407825600259030810800041002,342786195175392468986514273624159387531478926798263541417825639259637814863941752,9ee4dcba-e533-b820-7d64-6332c35999c4
0,001480506020006030586000947018034270204705009009000403040000650060003091072051300,391487526427596138586312947618934275234765819759128463143879652865243791972651384,d787f6fd-2098-2f9e-02cf-696ff63e815f
0,351800002002030859984000170030000598018053240290040000109520080000406005506381920,351879462762134859984265173437612598618953247295748631149527386823496715576381924,8f49650e-5a9c-25db-854e-41a366b2b193
0,036000980857090030910008756379000245400000160000500009093060810068439507502187600,236754981857691432914328756379816245425973168681542379793265814168439527542187693,89bd16f3-07a5-4bfc-f0df-8af2c7e1ff1f
0,703400506264090000100706028407002601009067040630500087371259860940008300500640010,783421596264895173195736428457982631819367245632514987371259864946178352528643719,a5116de0-bab4-6f09-6303-5ff11b5d09b9
0,500209300000000097800471620751004080040752930903010004096807000070300060205096403,517269348462583197839471625751934286648752931923618754396847512174325869285196473,fcbb7c7e-8acc-7797-072d-1f1b71b69b4c
0,751000020080650700020018954840276301079083460100045070010009040590461200002030009,751394628984652713623718954845276391279183465136945872317829546598461237462537189,804c31f5-c08c-bb13-cfd3-02e3ecafcb7d
0,700300408050000000302105007004018002507490106030006945070600813200801760108037020,719362458456789231382145697694518372527493186831276945975624813243851769168937524,6841e8d0-ee2f-f817-d960-155cca1bc2bd
0,640800795800000412000204630421900060500040180387160900050480300108300006730029050,642813795873596412915274638421938567569742183387165924256481379198357246734629851,ca04973f-1be6-2602-f040-93486c1b5de5
0,160004907003000200009021380604000520000053601005040798406305170201060839007190460,162834957583679214749521386674918523928753641315246798496385172251467839837192465,9542ed64-9cf7-9150-aa81-2b2c672f7bc8
0,000041073902000000004750698040078509000290846090064732580420961029607480001080007,658941273972836154134752698246378519713295846895164732587423961329617485461589327,a1bdad2e-38bf-649a-0280-eb85e6337a98
0,000087502030005698000203004970036421020098050450012080007059840000000700806004215,164987532732145698589263174978536421621498357453712986217659843345821769896374215,5ae509f6-9645-92af-2d10-b822f5a4d71f
0,400060091090050708860193400284500936570830000600049005940000020006980540735004009,452768391391452768867193452284571936579836214613249875948315627126987543735624189,f61d1741-363b-ffa9-ef86-460abc932bc2
